1	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3793.074#3793.407
2	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3793.407#3793.74
3	достаточно	достаточно	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3793.74#3794.073
4	большие	большой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3794.073#3794.406
5	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3794.406#3794.739
6	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3794.739#3795.072
7	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3795.072#3795.405
8	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3795.405#3795.738
9	начали	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3795.738#3796.074
10	из	из	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3797.103#3798.045
11	Чехии	Чехия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3798.221#3799.045
12	проехали	проехать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3799.545#3800.309
13	Голландию	Голландия	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3800.309#3801.073
14	Германию	Германия	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3801.073#3801.837
15	Швецию	Швеция	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3801.837#3802.603
16	часть	часть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3803.545#3804.045
17	Испании	Испания	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3804.045#3804.545
18	один	один	NUM	_	Case=Acc|Gender=Masc	_	_	_	@mva1988f-words#@mva1988f#3804.868#3805.417
19	город	город	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3805.417#3805.966
20	Италии	Италия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3805.966#3806.515
21	два	два	NUM	_	Case=Acc|Gender=Masc	_	_	_	@mva1988f-words#@mva1988f#3808.422#3808.951
22	ммм	ммм	INTJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3809.215#3809.686
23	потом	потом	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3809.744#3810.126
24	полетели	полететь	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3810.126#3810.508
25	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3810.508#3810.89
26	Новую	новый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3810.89#3811.272
27	Зеландию	Зеландия	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3811.272#3811.654
28	потом	потом	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3811.654#3812.036
29	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3812.036#3812.418
30	Австралию	Австралия	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3812.418#3812.803
31	потом	потом	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3812.92#3813.351
32	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3813.351#3813.782
33	Черногорию	Черногория	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3813.782#3814.214
34	потом	потом	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3814.773#3815.008
35	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3815.008#3815.243
36	Сербию	Сербия	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3815.243#3815.478
37	потом	потом	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3815.478#3815.713
38	всё	всё	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3815.713#3815.95
39	после	после	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3816.185#3816.508
40	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3816.508#3816.831
41	каждого	каждый	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3816.831#3817.154
42	выступления	выступление	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3817.154#3817.479
43	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3817.714#3818.126
44	супер	супер	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3818.391#3818.718
45	большая	большой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3818.718#3819.045
46	очередь	очередь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3819.045#3819.372
47	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mva1988f-words#@mva1988f#3819.372#3819.699
48	сидишь	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3819.699#3820.026
49	подписываешь	подписывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3820.026#3820.353
50	соответственно	соответственно	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3820.353#3820.685
51	с	с	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3821.126#3821.384
52	каждым	каждый	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3821.384#3821.642
53	человеком	человек	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3821.642#3821.9
54	кто	кто	PRON	_	Case=Nom	_	_	_	@mva1988f-words#@mva1988f#3821.9#3822.158
55	подходит	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3822.158#3822.42
56	общаешься	общаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@mva1988f-words#@mva1988f#3822.832#3823.135
57	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3823.135#3823.438
58	очень	очень	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3823.438#3823.741
59	много	много	NUM	_	Case=Nom	_	_	_	@mva1988f-words#@mva1988f#3823.741#3824.044
60	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3824.044#3824.347
61	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3824.347#3824.655
62	а	а	INTJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3825.213#3825.566
63	про	про	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3825.566#3825.925
64	книжку	книжка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3825.925#3826.284
65	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3826.284#3826.643
66	слышали	слышать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3826.643#3827.002
67	до	до	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3827.002#3827.361
68	всякого	всякий	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3827.361#3827.72
69	концерта	концерт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3827.72#3828.079
70	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3828.079#3828.438
71	купили	купить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3828.438#3828.801
72	по	по	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3829.36#3829.712
73	интернету	интернет	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3829.712#3830.064
74	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3830.064#3830.416
75	уже	уже	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3830.416#3830.768
76	прочли	прочесть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3830.768#3831.124
77	для	для	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3831.242#3831.521
78	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3831.521#3831.8
79	самый	самый	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3831.8#3832.079
80	классный	классный	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3832.079#3832.358
81	ответ	ответ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3832.358#3832.637
82	это	это	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3832.637#3832.916
83	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3832.916#3833.195
84	прочли	прочесть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3833.195#3833.477
85	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3833.712#3833.954
86	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3833.954#3834.196
87	тоже	тоже	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.196#3834.438
88	вот	вот	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.438#3834.68
89	вот	вот	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3834.68#3834.922
90	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3834.922#3835.164
91	штуки	штука	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3835.164#3835.406
92	сделали	cделать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3835.406#3835.653
93	да	да	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3836.917#3837.211
94	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3837.358#3837.652
95	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3837.652#3837.946
96	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3837.946#3838.241
97	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3842.615#3843.027
98	разные	разный	ADJ	_	Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3843.115#3844.07
99	инициативы	инициатива	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3844.07#3845.025
100	начинают	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3845.025#3845.98
101	студенческие	студенческий	ADJ	_	Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3845.98#3846.938
102	группы	группа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3847.438#3848.349
103	организовывают	организовывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3848.349#3849.261
104	как	как	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3849.636#3849.969
105	музыкальные	музыкальный	ADJ	_	Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3849.969#3850.302
106	вот	вот	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3850.302#3850.635
107	ну	ну	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3850.635#3850.968
108	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3850.968#3851.301
109	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3851.301#3851.634
110	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@mva1988f-words#@mva1988f#3851.634#3851.967
111	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3851.967#3852.3
112	решил	решить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3852.3#3852.636
113	создать	создать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3853.313#3853.96
114	тоже	тоже	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3855.342#3856.077
115	панк-группу	панк-группа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3856.077#3856.813
116	то	то	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3857.195#3857.489
117	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3857.489#3857.783
118	понятно	понятно	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3857.783#3858.077
119	что	что	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3858.077#3858.371
120	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3858.371#3858.665
121	любой	любой	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3858.665#3858.959
122	там	там	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3858.959#3859.253
123	европейской	европейский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.253#3859.547
124	стране	страна	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.547#3859.841
125	это	это	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3859.841#3860.135
126	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3860.135#3860.429
127	другой	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3860.429#3860.723
128	контекст	контекст	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3860.723#3861.017
129	и	и	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3861.017#3861.312
130	там	там	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3861.665#3862.312
131	решение	решение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3862.312#3862.959
132	создать	создать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3863.253#3863.655
133	феминистскую	феминистский	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3863.655#3864.057
134	панк-группу	панк-группа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3864.057#3864.459
135	это	это	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3864.459#3864.861
136	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3864.861#3865.263
137	какое-то	какой-то	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3865.263#3865.665
138	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3865.665#3866.067
139	радикальное	радикальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3866.067#3866.469
140	решение	решение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3866.469#3866.871
141	но	но	CCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3866.871#3867.273
142	всё	все	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3867.273#3867.675
143	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3867.675#3868.077
144	это	это	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3868.724#3869.43
145	очень	очень	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3869.812#3870.223
146	клёво	клёвый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mva1988f-words#@mva1988f#3870.223#3870.635
147	вот	вот	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3870.988#3871.256
148	это	это	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3871.256#3871.524
149	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@mva1988f-words#@mva1988f#3871.524#3871.792
150	поразило	поразить	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3871.792#3872.06
151	особенно	особенно	ADV	_	Degree=Pos	_	_	_	@mva1988f-words#@mva1988f#3872.06#3872.328
152	в	в	ADP	_	_	_	_	_	@mva1988f-words#@mva1988f#3872.328#3872.596
153	штатах	штат	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3872.596#3872.864
154	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mva1988f-words#@mva1988f#3872.864#3873.132
155	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@mva1988f-words#@mva1988f#3873.132#3873.4
156	если	если	SCONJ	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.488#3874.709
157	бы	бы	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.709#3874.93
158	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3874.93#3875.151
159	Пусси	Пусси	X	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.151#3875.372
160	Райот	Райот	X	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.372#3875.593
161	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mva1988f-words#@mva1988f#3875.593#3875.814
162	бы	бы	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3875.814#3876.035
163	никогда	никогда	ADV	_	_	_	_	_	@mva1988f-words#@mva1988f#3876.035#3876.256
164	не	не	PART	_	_	_	_	_	@mva1988f-words#@mva1988f#3876.256#3876.477
165	начали	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3876.477#3876.698
166	изучать	изучать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mva1988f-words#@mva1988f#3876.698#3876.919
167	русский	русский	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3876.919#3877.14
168	язык	язык	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mva1988f-words#@mva1988f#3877.14#3877.371
